,edad,ocupación,est_civil,nivel_educativo,contrato_meses,Cred_hipotecario,Cred_personal,Medio_contacto,Dia,Mes,duracion_seg,cont_campaña_actual,campañas_previas,aceptacion_TC
3945,42,emprendedor,casado,universitario,63,si,si,chat,7,mayo,650,1,0,no
3946,28,independiente,casado,bachillerato,13,si,no,chat,4,julio,53,2,0,no
3947,48,informal,casado,bachillerato,52,no,si,chat,4,julio,270,1,0,no
3948,51,administrador,soltero,universitario,37,si,no,celular,18,agosto,119,6,0,no
3949,38,amadiciembreasa,casado,primaria,11,no,no,celular,26,agosto,634,2,0,no
3950,27,informal,soltero,bachillerato,29,no,no,chat,14,mayo,72,2,0,no
3951,50,empresario,soltero,bachillerato,44,si,no,celular,17,noviembre,270,1,2,no
3952,44,informal,casado,primaria,61,si,no,celular,12,mayo,165,2,1,no
3953,40,administrador,casado,universitario,61,no,no,celular,19,agosto,164,2,0,no
3954,29,profesor,soltero,bachillerato,49,si,no,celular,18,mayo,196,1,0,no
3955,34,profesor,casado,bachillerato,25,si,no,celular,14,julio,78,4,0,no
3956,44,independiente,soltero,universitario,25,si,no,celular,12,mayo,897,4,0,si
3957,50,emprendedor,casado,universitario,53,no,no,celular,31,julio,22,8,0,no
3958,34,administrador,casado,universitario,1,si,no,celular,21,noviembre,161,3,0,no
3959,54,pensionado,divorciado,primaria,61,no,no,chat,20,junio,23,4,0,no
3960,34,empresario,casado,universitario,72,si,no,celular,11,mayo,490,2,0,no
3961,34,independiente,soltero,universitario,10,si,si,celular,30,abril,359,1,0,si
3962,52,informal,casado,primaria,51,si,no,celular,29,julio,213,2,0,no
3963,60,desconocido,casado,técnico,61,no,no,celular,4,agosto,122,1,0,no
3964,39,administrador,soltero,bachillerato,28,si,no,chat,29,mayo,587,4,0,no
3965,58,pensionado,casado,primaria,12,no,no,chat,11,junio,199,6,0,no
3966,41,empresario,divorciado,bachillerato,39,no,no,celular,20,agosto,261,2,0,no
3967,48,empresario,casado,bachillerato,11,no,no,telefono,31,julio,5,3,0,no
3968,58,administrador,casado,universitario,25,no,no,celular,17,noviembre,1531,1,0,no
3969,40,independiente,casado,primaria,57,si,no,chat,13,mayo,92,1,0,no
3970,48,administrador,casado,universitario,25,si,si,celular,6,mayo,179,2,0,no
3971,52,informal,divorciado,primaria,28,si,no,chat,15,mayo,41,1,0,no
3972,50,independiente,casado,bachillerato,30,si,si,celular,29,enero,197,2,3,no
3973,25,empresario,soltero,bachillerato,15,no,no,celular,9,julio,144,5,0,no
3974,54,pensionado,casado,primaria,49,no,no,chat,12,mayo,255,1,0,no
3975,34,profesor,casado,bachillerato,4,si,no,chat,8,mayo,56,2,0,no
3976,48,administrador,casado,universitario,4,si,no,celular,15,mayo,20,6,2,no
3977,37,independiente,casado,universitario,8,no,no,celular,11,agosto,331,7,0,no
3978,66,pensionado,casado,universitario,35,no,no,celular,28,enero,216,1,4,si
3979,32,administrador,soltero,universitario,5,si,no,chat,8,mayo,64,1,0,no
3980,45,informal,casado,bachillerato,19,si,si,chat,3,junio,34,1,0,no
3981,43,informal,soltero,bachillerato,11,no,no,celular,12,mayo,68,1,1,no
3982,41,administrador,casado,universitario,61,si,no,chat,7,mayo,764,3,0,no
3983,40,empresario,divorciado,universitario,63,si,no,celular,17,noviembre,64,1,0,no
3984,44,profesor,soltero,bachillerato,48,si,no,chat,8,mayo,257,2,0,no
3985,43,informal,casado,primaria,41,si,no,celular,12,mayo,58,3,5,no
3986,30,desconocido,soltero,universitario,49,no,no,celular,27,febrero,30,3,0,no
3987,32,profesor,casado,bachillerato,50,si,no,celular,8,julio,529,5,0,no
3988,57,independiente,casado,bachillerato,70,si,no,telefono,15,mayo,8,7,0,no
3989,31,informal,soltero,universitario,62,si,si,chat,19,mayo,147,1,0,no
3990,49,desconocido,casado,bachillerato,50,no,no,celular,28,agosto,173,2,0,no
3991,31,independiente,soltero,bachillerato,29,si,no,chat,21,mayo,132,1,0,no
3992,41,independiente,casado,universitario,13,no,no,chat,16,junio,286,1,0,no
3993,44,administrador,casado,universitario,45,no,no,chat,18,junio,476,1,0,no
3994,54,emprendedor,casado,técnico,26,no,no,celular,19,noviembre,221,5,0,no
3995,37,informal,divorciado,bachillerato,70,si,no,celular,21,abril,146,4,0,si
3996,34,administrador,casado,bachillerato,71,si,no,chat,27,mayo,532,2,0,no
3997,43,empresario,casado,bachillerato,5,no,no,celular,25,agosto,69,6,0,no
3998,44,administrador,casado,universitario,65,si,no,celular,17,noviembre,157,2,1,no
3999,44,profesor,casado,bachillerato,14,no,no,celular,25,mayo,485,1,0,no
4000,53,independiente,divorciado,bachillerato,10,si,no,celular,7,mayo,56,1,1,no
4001,36,empresario,casado,bachillerato,55,no,no,celular,31,agosto,69,1,0,no
4002,58,empresario,divorciado,bachillerato,62,no,no,celular,5,agosto,131,2,0,no
4003,26,estudiante,soltero,bachillerato,69,no,no,chat,4,junio,95,2,0,no
4004,34,empresario,soltero,bachillerato,44,no,no,celular,19,agosto,294,3,0,no
4005,55,informal,casado,primaria,37,si,no,celular,6,mayo,146,1,2,no
4006,55,informal,casado,bachillerato,41,si,no,chat,30,mayo,58,2,0,no
4007,34,emprendedor,casado,universitario,59,si,no,chat,28,mayo,249,2,0,no
4008,41,emprendedor,divorciado,bachillerato,31,si,si,chat,20,junio,10,8,0,no
4009,38,amadiciembreasa,divorciado,bachillerato,52,no,no,celular,27,octubre,255,3,1,si
4010,28,informal,soltero,bachillerato,66,no,no,celular,3,febrero,337,4,0,no
4011,41,empresario,casado,bachillerato,39,si,no,celular,2,junio,142,1,0,no
4012,30,independiente,casado,universitario,50,si,no,celular,24,julio,209,2,0,no
4013,39,empresario,casado,técnico,39,no,no,chat,30,mayo,825,2,0,no
4014,41,independiente,casado,bachillerato,17,si,no,chat,5,junio,87,1,0,no
4015,36,empresario,casado,bachillerato,56,si,no,chat,23,mayo,219,4,0,no
4016,37,administrador,casado,universitario,39,si,si,chat,21,mayo,143,1,0,no
4017,59,independiente,casado,universitario,49,no,si,celular,9,julio,70,1,0,no
4018,26,empresario,soltero,bachillerato,67,si,no,chat,27,mayo,371,2,0,no
4019,43,empresario,casado,bachillerato,13,si,si,celular,4,febrero,539,8,5,no
4020,42,administrador,casado,bachillerato,18,no,no,celular,5,febrero,176,1,0,no
4021,46,informal,casado,técnico,17,si,no,celular,5,mayo,725,3,0,si
4022,31,independiente,casado,bachillerato,16,si,si,celular,16,julio,101,7,0,no
4023,43,desempleado,casado,bachillerato,41,no,no,celular,5,febrero,169,2,0,no
4024,48,informal,soltero,universitario,17,si,no,chat,4,junio,15,1,0,no
4025,41,informal,casado,bachillerato,11,si,no,celular,20,abril,234,5,0,no
4026,32,independiente,casado,universitario,26,no,no,celular,22,agosto,171,15,0,no
4027,45,empresario,casado,universitario,55,no,no,celular,28,agosto,14,3,0,no
4028,52,independiente,soltero,técnico,56,no,no,celular,24,febrero,242,2,0,si
4029,37,independiente,casado,bachillerato,49,no,si,celular,27,agosto,155,15,0,no
4030,38,informal,divorciado,bachillerato,68,si,no,celular,11,mayo,580,1,1,no
4031,36,profesor,soltero,bachillerato,16,si,no,chat,7,mayo,223,2,0,no
4032,58,pensionado,casado,bachillerato,28,no,no,celular,18,noviembre,297,1,0,no
4033,37,administrador,casado,universitario,72,no,no,celular,8,agosto,124,2,0,no
4034,30,empresario,soltero,bachillerato,32,no,no,celular,2,febrero,465,2,0,no
4035,47,empresario,casado,bachillerato,13,si,no,celular,10,julio,330,1,0,no
4036,40,empresario,casado,bachillerato,28,si,no,celular,20,noviembre,153,2,2,no
4037,42,administrador,divorciado,universitario,64,no,no,chat,19,mayo,131,2,0,no
4038,71,desconocido,casado,universitario,59,no,no,celular,27,enero,208,1,2,no
4039,54,informal,casado,bachillerato,52,si,si,celular,5,agosto,98,1,0,no
4040,53,emprendedor,casado,primaria,27,si,no,telefono,10,septiembre,230,3,0,si
4041,33,informal,divorciado,bachillerato,31,no,no,celular,22,julio,400,2,0,no
4042,30,empresario,soltero,universitario,27,si,no,celular,30,abril,284,1,1,no
4043,39,profesor,divorciado,bachillerato,50,si,no,celular,17,julio,243,1,0,no
4044,32,informal,casado,bachillerato,6,si,no,celular,15,mayo,16,9,1,no
4045,34,empresario,soltero,bachillerato,48,no,no,celular,7,agosto,274,2,0,no
4046,39,independiente,soltero,universitario,29,no,no,celular,30,julio,122,3,0,no
4047,75,pensionado,casado,bachillerato,43,no,no,telefono,15,julio,219,2,0,no
4048,33,independiente,divorciado,bachillerato,48,si,si,celular,16,abril,301,3,0,no
4049,40,profesor,casado,bachillerato,48,si,no,celular,21,noviembre,7,8,1,no
4050,37,empresario,casado,técnico,66,no,no,chat,19,junio,374,3,0,no
4051,69,pensionado,casado,primaria,50,no,no,telefono,12,agosto,26,1,0,no
4052,52,desempleado,casado,primaria,8,si,no,telefono,28,enero,172,1,0,no
4053,31,independiente,divorciado,bachillerato,18,no,no,celular,15,mayo,332,1,2,no
4054,28,empresario,soltero,bachillerato,39,no,no,celular,22,mayo,253,1,5,no
4055,29,administrador,soltero,universitario,69,no,no,celular,16,agosto,200,2,3,no
4056,46,profesor,casado,bachillerato,59,no,no,celular,19,noviembre,405,2,0,no
4057,28,informal,casado,bachillerato,6,si,si,chat,27,mayo,132,2,0,no
4058,41,independiente,casado,bachillerato,40,no,no,chat,20,junio,89,1,0,no
4059,42,empresario,divorciado,bachillerato,59,no,si,celular,5,agosto,86,1,0,no
4060,34,independiente,soltero,bachillerato,68,no,no,celular,7,julio,147,4,0,no
4061,28,informal,casado,bachillerato,15,si,no,chat,6,junio,369,2,0,si
4062,43,administrador,soltero,bachillerato,43,si,no,chat,27,mayo,64,3,0,no
4063,32,empresario,casado,bachillerato,5,no,no,celular,26,agosto,98,14,0,no
4064,33,empresario,soltero,universitario,3,no,no,telefono,29,agosto,66,2,0,no
4065,70,pensionado,casado,bachillerato,25,no,no,celular,27,abril,149,2,1,no
4066,36,profesor,casado,bachillerato,34,si,no,telefono,26,agosto,240,3,4,no
4067,53,empresario,casado,bachillerato,40,no,no,celular,26,agosto,87,6,0,no
4068,30,informal,soltero,bachillerato,2,no,no,celular,21,noviembre,816,1,0,no
4069,45,profesor,divorciado,bachillerato,3,no,no,chat,3,julio,155,2,0,no
4070,31,profesor,soltero,bachillerato,43,si,no,celular,20,noviembre,106,2,2,no
4071,28,independiente,casado,bachillerato,15,si,no,celular,30,enero,73,3,3,no
4072,45,informal,casado,primaria,38,no,no,chat,23,mayo,574,5,0,no
4073,51,administrador,casado,universitario,52,si,si,chat,1,junio,8,1,2,no
4074,53,administrador,casado,primaria,5,no,no,chat,20,junio,14,3,0,no
4075,40,empresario,casado,bachillerato,40,si,no,chat,16,mayo,731,4,0,no
4076,53,informal,casado,primaria,16,si,no,celular,7,abril,208,1,1,no
4077,31,informal,divorciado,bachillerato,6,si,no,celular,29,enero,821,1,0,no
4078,30,administrador,casado,universitario,36,no,no,celular,21,agosto,137,4,0,no
4079,53,emprendedor,casado,bachillerato,35,si,no,chat,9,mayo,101,3,0,no
4080,40,informal,casado,primaria,54,si,no,celular,14,mayo,173,6,23,no
4081,26,administrador,soltero,bachillerato,24,si,no,chat,6,junio,582,11,0,no
4082,47,informal,casado,bachillerato,67,si,no,celular,21,julio,676,1,0,no
4083,51,administrador,casado,universitario,61,no,no,celular,16,marzo,384,1,5,no
4084,45,desempleado,casado,primaria,32,si,si,chat,27,mayo,62,2,0,no
4085,35,administrador,casado,universitario,63,si,no,celular,21,julio,295,3,0,no
4086,36,administrador,soltero,universitario,42,si,no,chat,23,mayo,241,2,0,no
4087,57,independiente,casado,bachillerato,44,no,no,telefono,8,julio,132,7,0,no
4088,42,informal,casado,primaria,45,si,no,telefono,31,julio,175,2,0,no
4089,32,informal,casado,bachillerato,38,si,no,celular,16,abril,648,1,1,si
4090,30,administrador,casado,universitario,38,no,no,celular,29,octubre,251,2,0,si
4091,36,empresario,casado,bachillerato,44,no,no,celular,14,agosto,184,2,0,no
4092,43,empresario,casado,bachillerato,31,si,no,celular,14,octubre,119,3,0,no
4093,69,pensionado,soltero,universitario,66,no,no,celular,29,julio,417,1,4,si
4094,31,empresario,soltero,universitario,50,no,no,celular,15,junio,95,1,0,no
4095,35,empresario,casado,bachillerato,47,no,no,celular,14,julio,125,2,0,no
4096,26,emprendedor,casado,universitario,34,si,si,celular,6,mayo,207,1,2,no
4097,46,empresario,casado,bachillerato,58,no,si,celular,21,noviembre,162,5,0,no
4098,30,empresario,casado,bachillerato,51,si,no,celular,18,mayo,176,1,0,no
4099,33,administrador,soltero,universitario,54,no,no,celular,22,agosto,107,6,0,no
4100,34,administrador,casado,universitario,9,si,no,celular,17,abril,28,1,1,no
4101,48,informal,casado,primaria,65,si,no,chat,15,mayo,1231,2,0,no
4102,31,administrador,casado,universitario,24,no,no,celular,20,agosto,200,4,0,no
4103,46,administrador,divorciado,universitario,1,no,no,chat,26,mayo,103,2,0,no
4104,40,profesor,casado,bachillerato,71,no,no,chat,11,junio,150,2,0,no
4105,39,emprendedor,casado,bachillerato,58,no,no,celular,21,noviembre,108,7,0,no
4106,33,empresario,soltero,bachillerato,4,si,si,celular,4,febrero,124,1,1,no
4107,50,informal,casado,primaria,50,si,no,celular,29,enero,309,2,1,no
4108,84,pensionado,divorciado,primaria,42,no,no,telefono,18,mayo,353,3,0,si
4109,40,informal,casado,primaria,71,si,si,telefono,21,julio,742,4,0,no
4110,55,administrador,casado,universitario,43,no,no,celular,4,agosto,200,1,0,no
4111,40,profesor,divorciado,bachillerato,59,si,no,chat,30,mayo,177,1,0,no
4112,46,independiente,casado,primaria,50,no,no,telefono,4,febrero,151,2,0,no
4113,43,independiente,soltero,universitario,2,no,no,chat,19,junio,147,1,0,no
4114,34,informal,casado,bachillerato,72,si,no,chat,29,mayo,193,6,0,no
4115,35,empresario,soltero,bachillerato,69,no,no,celular,22,agosto,112,2,0,no
4116,57,pensionado,casado,técnico,12,si,no,chat,19,junio,108,1,0,no
4117,25,estudiante,soltero,bachillerato,47,no,no,celular,22,abril,107,2,0,si
4118,32,independiente,casado,universitario,68,si,no,chat,6,junio,106,2,0,no
4119,52,pensionado,soltero,bachillerato,21,no,no,celular,12,mayo,463,3,0,no
4120,31,independiente,soltero,universitario,7,si,no,celular,20,noviembre,131,3,0,no
4121,34,administrador,casado,universitario,28,si,no,celular,30,abril,140,2,0,no
4122,42,empresario,divorciado,bachillerato,69,no,no,celular,19,agosto,163,4,0,no
4123,47,informal,divorciado,primaria,55,si,no,chat,3,junio,2456,2,0,si
4124,50,independiente,divorciado,universitario,63,si,no,celular,20,abril,76,1,0,si
4125,30,empresario,casado,bachillerato,3,si,si,celular,16,julio,435,1,0,si
4126,33,profesor,soltero,bachillerato,57,si,no,celular,7,mayo,302,1,3,no
4127,56,empresario,soltero,universitario,8,no,no,chat,9,junio,306,1,0,no
4128,34,independiente,divorciado,bachillerato,10,si,no,celular,15,mayo,259,3,0,no
4129,33,empresario,casado,bachillerato,10,si,si,celular,8,agosto,502,2,0,no
4130,32,administrador,soltero,universitario,28,si,no,celular,11,mayo,72,2,1,no
4131,34,administrador,casado,universitario,41,si,no,celular,4,febrero,265,1,0,no
4132,37,empresario,casado,bachillerato,35,si,no,celular,31,julio,413,2,0,no
4133,30,administrador,casado,bachillerato,16,si,no,celular,12,mayo,756,3,0,no
4134,29,informal,casado,bachillerato,36,si,si,chat,14,mayo,241,2,0,no
4135,56,desempleado,divorciado,primaria,67,no,no,telefono,3,febrero,258,2,0,no
4136,31,administrador,casado,universitario,59,si,no,celular,25,julio,137,16,0,no
4137,59,desconocido,casado,técnico,48,no,no,chat,5,junio,48,2,0,no
4138,36,amadiciembreasa,casado,bachillerato,20,no,no,chat,12,junio,283,1,0,no
4139,51,informal,divorciado,bachillerato,70,si,no,chat,30,mayo,247,2,0,no
4140,54,independiente,divorciado,primaria,11,si,no,telefono,18,mayo,193,4,0,no
4141,37,administrador,casado,universitario,51,no,no,celular,11,marzo,129,4,2,no
4142,32,empresario,casado,universitario,4,no,no,celular,8,agosto,209,2,0,no
4143,42,independiente,casado,universitario,59,no,no,chat,17,junio,31,1,0,no
4144,29,informal,casado,bachillerato,13,no,no,celular,21,julio,88,5,0,no
4145,52,informal,casado,primaria,8,si,no,celular,12,mayo,22,5,0,no
4146,40,empresario,casado,bachillerato,43,no,no,chat,20,mayo,234,5,0,no
4147,30,profesor,casado,bachillerato,16,no,si,chat,3,junio,23,1,0,no
4148,55,emprendedor,divorciado,bachillerato,6,si,no,celular,7,agosto,353,2,0,si
4149,49,administrador,casado,universitario,37,si,no,chat,6,mayo,221,2,0,no
4150,33,empresario,casado,universitario,52,no,no,celular,25,febrero,196,1,4,no
4151,32,profesor,soltero,bachillerato,24,no,si,celular,20,noviembre,395,1,0,no
4152,21,estudiante,soltero,bachillerato,10,no,no,celular,14,agosto,126,3,7,no
4153,42,empresario,casado,bachillerato,24,si,no,celular,3,febrero,13,5,0,no
4154,56,independiente,casado,bachillerato,60,no,si,celular,9,julio,170,1,0,no
4155,39,desconocido,soltero,bachillerato,45,no,no,chat,5,junio,20,1,0,no
4156,30,emprendedor,soltero,bachillerato,24,no,no,celular,14,julio,358,6,0,no
4157,55,pensionado,casado,bachillerato,59,no,no,celular,28,agosto,159,1,0,no
4158,43,informal,casado,primaria,29,si,no,celular,12,mayo,225,3,0,no
4159,53,desempleado,casado,bachillerato,71,no,no,celular,10,agosto,493,1,14,si
4160,57,pensionado,casado,bachillerato,26,no,no,telefono,11,enero,585,1,2,si
4161,39,independiente,soltero,técnico,31,no,no,chat,20,junio,13,11,0,no
4162,56,empresario,divorciado,universitario,22,si,no,telefono,20,noviembre,26,1,0,no
4163,29,profesor,soltero,técnico,6,no,no,chat,1,julio,161,1,0,no
4164,38,informal,casado,primaria,46,si,si,chat,12,junio,122,1,0,no
4165,59,administrador,casado,universitario,18,no,no,celular,19,noviembre,456,2,0,no
4166,42,empresario,soltero,técnico,59,si,no,chat,3,junio,26,7,0,no
4167,46,informal,casado,primaria,40,si,no,chat,12,mayo,51,9,0,no
4168,31,independiente,casado,bachillerato,52,si,no,celular,28,julio,37,12,0,no
4169,35,profesor,divorciado,bachillerato,44,si,no,celular,14,mayo,150,1,1,no
4170,50,independiente,casado,bachillerato,34,no,no,celular,13,agosto,104,10,0,no
4171,42,informal,casado,primaria,18,si,no,celular,13,mayo,721,1,0,no
4172,36,profesor,soltero,bachillerato,58,no,no,chat,20,junio,9,13,0,no
4173,25,independiente,soltero,universitario,38,no,no,celular,26,mayo,68,1,0,no
4174,42,administrador,soltero,universitario,59,no,no,celular,4,mayo,74,3,0,no
4175,27,estudiante,soltero,universitario,34,si,no,celular,11,septiembre,146,3,1,no
4176,32,informal,casado,primaria,57,si,no,chat,2,junio,777,4,0,si
4177,57,administrador,casado,universitario,67,si,no,chat,8,mayo,339,2,0,no
4178,48,informal,casado,bachillerato,27,si,no,celular,13,mayo,78,2,0,no
4179,34,informal,divorciado,bachillerato,67,si,no,chat,26,mayo,248,2,0,no
4180,33,profesor,casado,bachillerato,18,si,si,chat,20,mayo,201,1,0,no
4181,26,empresario,soltero,bachillerato,52,si,no,chat,20,junio,18,9,0,no
4182,50,informal,casado,bachillerato,27,no,no,celular,26,agosto,83,4,0,no
4183,60,empresario,soltero,universitario,71,no,no,celular,8,agosto,233,2,0,no
4184,47,administrador,casado,universitario,10,si,no,celular,17,abril,174,2,0,no
4185,31,administrador,casado,universitario,12,no,no,celular,18,noviembre,89,1,0,no
4186,52,empresario,casado,universitario,33,no,no,celular,9,agosto,145,3,4,no
4187,36,profesor,casado,bachillerato,43,si,no,chat,19,junio,1017,1,0,no
